Tip_label f
Flavocetraria_minuscula 0.02
Flavocetraria_nivalis 0.02
Kaernefeltia_californica 0.02
Kaernefeltia_merrillii 0.02
Masonhalea_inermis 0.02
Masonhalea_richardsonii 0.02
Melanelia_hepatizon 0.02
Melanelia_sorediella 0.02
Melanelia_stygia 0.02
Nephromopsis_ahtii 0.02
Nephromopsis_komarovii 0.02
Nephromopsis_laureri 0.02
Nephromopsis_leucostigma 0.02
Nephromopsis_melaloma 0.02
Nephromopsis_morrisonicola 0.02
Nephromopsis_nephromoides 0.02
Nephromopsis_ornata 0.02
Nephromopsis_pallescens 0.02
Nephromopsis_pseudocomplicata 0.02
Nephromopsis_stracheyi 0.02
Tuckermanella_coralligera 0.02
Tuckermanella_fendleri 0.02
Tuckermanella_weberi 0.02
Tuckermannopsis_americana 0.02
Tuckermannopsis_chlorophylla 0.02
Tuckermannopsis_ciliaris 0.02
Tuckermannopsis_orbata 0.02
Tuckermannopsis_platyphylla 0.02
Tuckermannopsis_subalpina 0.02
Usnocetraria_oakesiana 0.02
Vulpicida_canadensis 0.02
Vulpicida_juniperinus 0.02
Vulpicida_pinastri 0.02
Vulpicida_tilesii 0.02
Vulpicida_tubulosus 0.02
Vulpicida_viridis 0.02
Coelopogon_abraxas 0.02
Coelopogon_epiphorellus 0.02
Cornicularia_normoerica 0.02
Evernia_divaricata 0.02
Evernia_esorediosa 0.02
Evernia_mesomorpha 0.02
Evernia_prunastri 0.02
Everniopsis_trulla 0.02
Gowardia_arctica 0.02
Gowardia_nigricans 0.02
Himantormia_deusta 0.02
Himantormia_lugubris 0.02
Hypogymnia_antarctica 0.02
Hypogymnia_apinnata 0.02
Hypogymnia_austerodes 0.02
Hypogymnia_duplicata 0.02
Hypogymnia_enteromorpha 0.02
Hypogymnia_farinacea 0.02
Hypogymnia_flavida 0.02
Hypogymnia_fujisanensis 0.02
Hypogymnia_gracilis 0.02
Hypogymnia_hypotrypa 0.02
Hypogymnia_imshaugii 0.02
Hypogymnia_inactiva 0.02
Hypogymnia_incurvoides 0.02
Hypogymnia_krogiae 0.02
Hypogymnia_lugubris 0.02
Hypogymnia_macrospora 0.02
Hypogymnia_metaphysodes 0.02
Hypogymnia_minilobata 0.02
Hypogymnia_mollis 0.02
Hypogymnia_occidentalis 0.02
Hypogymnia_physodes 0.02
Hypogymnia_pruinosa 0.02
Hypogymnia_pulverata 0.02
Hypogymnia_subduplicata 0.02
Hypogymnia_subphysodes 0.02
Hypogymnia_tubulosa 0.02
Hypogymnia_vittata 0.02
Imshaugia_aleurites 0.02
Letharia_columbiana 0.02
Letharia_vulpina 0.02
Lethariella_canariensis 0.02
Lethariella_cashmeriana 0.02
Lethariella_sernanderi 0.02
Lethariella_togashii 0.02
Menegazzia_confusa 0.02
Menegazzia_myriotrema 0.02
Menegazzia_subsimilis 0.02
Menegazzia_terebrata 0.02
Nodobryoria_abbreviata 0.02
Nodobryoria_oregana 0.02
